nombre,urlAT,derivadas,urlF,categoríaF
"Siglo de oro trans, versión libre de Don Gil de las calzas verdes",https://www.alternativateatral.com//obra70109-siglo-de-oro-trans-basado-en-don-gil-de-las-calzas-verdes,,https://farsamag.com/obras/siglo-de-oro-trans-version-libre-de-don-gil-de-las-calzas-verdes/,Imperdible
La yegua muerta,https://www.alternativateatral.com//obra63933-la-yegua-muerta,/obra63933-la-yegua-muerta,https://farsamag.com/obras/la-yegua-muerta/,Reseña
Toda persona vista de cerca es un monstruo,https://www.alternativateatral.com//obra64711-toda-persona-vista-de-cerca-es-un-monstruo,/obra64711-toda-persona-vista-de-cerca-es-un-monstruo,https://farsamag.com/obras/toda-persona-vista-de-cerca-es-un-monstruo/,Reseña
Adela está cazando patos,https://www.alternativateatral.com//obra42627-adela-esta-cazando-patos,"/obra42627-adela-esta-cazando-patos, /obra23565-adela-esta-cazando-patos, /obra8380-adela-esta-cazando-patos",https://farsamag.com/obras/adela-esta-cazando-patos/,Destacada
Cruel - Basada en la tragedia de Ricardo III,https://www.alternativateatral.com//obra58743-cruel-basada-en-la-tragedia-de-ricardo-iii,/obra58743-cruel-basada-en-la-tragedia-de-ricardo-iii,https://farsamag.com/obras/cruel-basada-en-la-tragedia-de-ricardo-iii/,Reseña
Orlando. Una ucronía disfórica,https://www.alternativateatral.com//obra54647-orlando-una-ucronia-disforica,/obra54647-orlando-una-ucronia-disforica,https://farsamag.com/obras/orlando/,Reseña
El centésimo mono,https://www.alternativateatral.com//obra19804-el-centesimo-mono,/obra19804-el-centesimo-mono,https://farsamag.com/obras/el-centesimo-mono/,Reseña
Para mí sos hermosa,https://www.alternativateatral.com//obra27434-para-mi-sos-hermosa,"/obra27434-para-mi-sos-hermosa, /obra71470-teatro-online-para-mi-sos-hermosa",https://farsamag.com/obras/para-mi-sos-hermosa/,Imperdible
Lo que quieren las guachas,https://www.alternativateatral.com//obra66777-lo-que-quieren-las-guachas,/obra66777-lo-que-quieren-las-guachas,https://farsamag.com/obras/lo-que-quieren-las-guachas/,Reseña
Persona,,"/obra76295-rasgo-personal, /obra74592-dimensiones-el-unipersonal, /obra80178-personas-que-se-encuentran-en-lugares, /obra78865-tomas-sarquis-unipersonal, /obra80187-sebastian-emilio-lucia-diario-personal-sin-palabras, /obra25509-la-mujer-puerca, /obra25225-i-love-stand-up-stand-up-show, /obra20454-bastarda-sin-nombre, /obra28963-potestad, /obra41658-hijo-del-campo, /obra12047-dona-rosita-la-soltera-o-el-lenguaje-de-las-flores, /obra59449-cafe-chaman, /obra74934-lacrima-rapsodia-para-un-infante, /obra70530-una, /obra70118-algo-de-ricardo, /obra69903-tiapatria, /obra65478-gertrudis, /obra65272-kabaret-elektro-pank, /obra74553-todo-por-ver-el-mar, /obra73924-inmaculada-concepcion-una-mujer-italiana, /obra78816-peroncho-en-vivo, /obra75828-julius, /obra75314-martin-cirio-el-mundo-de-la-faraona, /obra76500-entre-nosotros-humor-consentido, /obra76453-idem-non-sum-idem, /obra77827-la-descamisada-evita-y-vos-frente-a-frente, /obra80157-el-bien, /obra80054-felicitas-o-las-ninas-mudas, /obra80031-moribundos, /obra79925-juanas-de-fuego, /obra79840-malambo, /obra80453-optimista-inestable, /obra78843-santiago-lo-que-puedo, /obra80385-todo-lo-que-tengo-que-hacer-para-estar-aca, /obra78772-como-te-digo-una-cosa-te-digo-la-otra, /obra78721-morir-en-carne-viva, /obra74014-el-unipersonal-de-luciano-mellera, /obra74297-carne-de-consumo-personal, /obra77400-personas-haciendo-cosas, /obra78985-lea-pannunzio-unipersonal, /obra78782-pablo-picotto-stand-up-y-personajes, /obra79364-fuera-de-foco-producciones-personales, /obra69203-seis-personajes-en-busca-de-autor, /obra75117-personaje, /obra76785-persona-sola, /obra76597-unipersonales-por-nacer-eli-trimarchi, /obra76044-unipersonales-por-nacer-stand-up-nadia-chiaramoni, /obra76699-unipersonales-demostracion-escuela-de-la-zancada, /obra76320-andando-unipersonal-viajero-de-clown, /obra75246-ciclo-de-unipersonales-vol-iv-el-bondi-creaciones, /obra76843-dicese-de-la-persona-cuyo-conyuge-ha-muerto, /obra76763-deshojado-unipersonal-de-un-actor-ciego, /obra72819-facfolc-un-manto-de-neblina-unipersonal-en-streaming, /obra72412-persona-libro, /obra72610-personal-trainer, /obra73121-interpersonal, /obra72726-ciclo-de-unipersonales-vol-iii-el-bondi-creaciones-funcion-2-2609, /obra72725-ciclo-de-unipersonales-vol-iii-el-bondi-creaciones-funcion-3-310, /obra72724-ciclo-de-unipersonales-vol-iii-el-bondi-creaciones-funcion-1-1909, /obra73438-dicese-de-una-persona-cuyo-conyuge-ha-muerto, /obra72824-quebrada-el-unipersonal-poetico-de-vir-sammartino, /obra71953-ciclo-tu-fuente-personal, /obra70611-fernando-ramirez-uno-y-personal, /obra70662-no-sos-vos-soy-yo-unimediopersonal, /obra68044-unipersonal-e-intransferible, /obra69342-de-visita-lara-ricote-un-unipersonal, /obra72000-una-busqueda-personal-sobre-la-decada-del-80, /obra72651-razones-personales, /obra71316-la-buena-persona-de-sechuan, /obra68783-la-mirada-o-el-rio-al-que-las-personas-se-arrojan-a-un-pozo",https://farsamag.com/obras/persona/,Reseña
Arde brillante en los bosques de la noche,https://www.alternativateatral.com//obra53572-arde-brillante-en-los-bosques-de-la-noche,/obra53572-arde-brillante-en-los-bosques-de-la-noche,https://farsamag.com/obras/arde-brillante-en-los-bosques-de-la-noche/,Imperdible
La respiración,,"/obra58639-la-respiracion, /obra76214-quitame-la-respiracion, /obra71466-teatro-online-la-respiracion, /obra14058-la-respiracion-del-vacio-trash",https://farsamag.com/obras/la-respiracion/,Reseña
Turba,,"/obra68084-turba, /obra77737-perturbados, /obra65179-turba-laura-sbdar-espacio-aforo, /obra33098-turbados-que-nunca, /obra14840-perturbados-entre-lilas, /obra6501-perturbaciones, /obra42109-turbamento, /obra57821-disturbanismo-y-anartismo",https://farsamag.com/obras/turba/,Reseña
Los golpes de Clara,https://www.alternativateatral.com//obra50130-los-golpes-de-clara,/obra50130-los-golpes-de-clara,https://farsamag.com/obras/los-golpes-clara/,Reseña
Adela duerme serena,https://www.alternativateatral.com//obra68172-adela-duerme-serena,/obra68172-adela-duerme-serena,https://farsamag.com/obras/adela-duerme-serena/,Imperdible
Dashua,https://www.alternativateatral.com//obra50932-dashua,/obra50932-dashua,https://farsamag.com/obras/dashua/,Imperdible
Si iu tomorrow incendiary,https://www.alternativateatral.com//obra74424-si-iu-tomorrow-incendiary,/obra74424-si-iu-tomorrow-incendiary,https://farsamag.com/obras/si-iu-tomorrow-incendiary/,Reseña
Campo minado,https://www.alternativateatral.com//obra45943-campo-minado,"/obra45943-campo-minado, /obra5695-campo-minado, /obra71848-anatomia-de-un-campo-minado",https://farsamag.com/obras/campo-minado/,Imperdible
El hombre que perdió su sombra,https://www.alternativateatral.com//obra57703-el-hombre-que-perdio-su-sombra,/obra57703-el-hombre-que-perdio-su-sombra,https://farsamag.com/obras/el-hombre-que-perdio-su-sombra/,Destacada
Tarascones,https://www.alternativateatral.com//obra41759-tarascones,"/obra41759-tarascones, /obra49227-tarascones-venga-a-tomar-un-te-con-nosotras",https://farsamag.com/obras/tarascones/,Imperdible
Farra,,"/obra75314-martin-cirio-el-mundo-de-la-faraona, /obra40840-farra, /obra66859-la-fachalfarra, /obra77807-farra-el-ritual-de-la-risa, /obra79065-chuka-hurtado-mili-maine-y-mila-farras, /obra76604-farah-xvii-muestra-anual-de-alumnas, /obra66374-la-faraona, /obra67257-el-show-de-la-faraona, /obra65434-duo-lerner-moguilevsky-klezfarad, /obra70012-micro-teatro-zafarrancho-de-humor-y-esas-cosas, /obra40120-bufarra-carne-a-la-parrilla, /obra65507-la-gran-farandula, /obra69638-el-show-de-la-faraona-especial-fin-de-ana, /obra63350-lerner-moguilevsky-klezfarad, /obra68351-ciclo-todo-concuerda-teagan-faran-bruno-dambrosio-canciones-de-nuestro-pueblo, /obra63384-lecturas-a-cielo-abierto-i-acevedo-ariel-farace-jacqueline-golbert-iosi-havilio, /obra58172-ciclo-montana-rusa-lernermoguilevsky-duo-klezsfarad, /obra52580-la-faraona-coleccion-2017-alta-costura-en-trajes-de-danzas, /obra52055-hay-farra-en-la-kermesse, /obra49528-la-corte-de-faraon, /obra40116-payafufara, /obra39767-el-butifarra, /obra21545-lejos-lontano-faraway, /obra26409-ramses-ii-faraon-de-faraones, /obra23850-la-corte-del-faraon, /obra112-el-variete-del-farabute, /obra13815-comedy-bar-del-farabute, /obra21401-magia-y-humor-en-el-farabute, /obra12652-coplas-zarzuelas-y-la-corte-del-faraon, /obra2844-la-corte-de-faraon, /obra49897-hoy-la-corte-de-faraon-hoy, /obra65327-la-corte-de-faraon, /obra56805-la-corte-del-faraon, /obra58823-buti-farras-en-el-maipo, /obra58695-los-reyes-de-la-farandula, /obra60279-la-farandula-en-villa-lechuga, /obra47962-la-farandula-de-villa-lechuga, /obra69437-cuando-un-padre-va-de-farra, /obra47210-farras-carnavalescas, /obra3077-desde-la-reices-sefaradies-a-los-folclores-del-mundo, /obra3111-desde-las-raices-sefaradies-los-folclores-del-mundo, /obra70230-banda-caminantes-zafarrancho",https://farsamag.com/obras/farra/,Destacada
Fuck Me,https://www.alternativateatral.com//obra70079-fuck-me,"/obra70079-fuck-me, /obra19793-tacos-fuck-me-cabron",https://farsamag.com/obras/fuck-me/,Destacada
Romance del Baco y la vaca,https://www.alternativateatral.com//obra66688-romance-del-baco-y-la-vaca,/obra66688-romance-del-baco-y-la-vaca,https://farsamag.com/obras/romance-del-baco-y-la-vaca/,Imperdible
Próximo,,"/obra51040-proximo, /obra71612-teatro-online-proximo, /obra72900-el-futuro-cercano-desafios-de-los-proximos-6-meses, /obra60795-el-proximo-verano, /obra66624-mi-proximo-ex, /obra65275-el-proximo-domingo, /obra32660-teatro-proximo, /obra32676-todos-los-jueves-hasta-el-proximo-jueves, /obra21513-el-proximo-domingo, /obra15168-el-proximo-domingo, /obra12064-alguien-proximo, /obra468-el-proximo-minuto, /obra70934-hasta-el-proximo-verano, /obra11775-seis-propuestas-para-el-proximo-milenio",https://farsamag.com/obras/proximo/,Reseña
Carne de consumo personal,https://www.alternativateatral.com//obra74297-carne-de-consumo-personal,/obra74297-carne-de-consumo-personal,https://farsamag.com/obras/carne-de-consumo-personal/,Reseña
El Equilibrista,https://www.alternativateatral.com//obra62616-el-equilibrista,"/obra62616-el-equilibrista, /obra70879-el-equilibrista, /obra54293-el-equilibrista",https://farsamag.com/obras/el-equilibrista/,Destacada
Copi: El homosexual o la dificultad de expresarse / Eva Perón,http://www.alternativateatral.com//obra4195-el-homosexual-o-la-dificultad-para-expresarse,,https://farsamag.com/obras/copi-el-homosexual-o-la-dificultad-de-expresarse-eva-peron/,Reseña
¡Recital Olímpico!,https://www.alternativateatral.com//obra69944-recital-olimpico,/obra69944-recital-olimpico,https://farsamag.com/obras/recital-olimpico/,Reseña
La vida extraordinaria,https://www.alternativateatral.com//obra59413-la-vida-extraordinaria,"/obra59413-la-vida-extraordinaria, /obra63744-la-extraordinaria-vida-de-jorge-valente",https://farsamag.com/obras/la-vida-extraordinaria/,Imperdible
Mis palabras,https://www.alternativateatral.com//obra77510-mis-palabras,"/obra77510-mis-palabras, /obra3658-misiles-de-palabras-stand-up, /obra46493-la-humillacion-de-las-palabras",https://farsamag.com/obras/mis-palabras/,Reseña
Ojos adentro,https://www.alternativateatral.com//obra76565-ojos-adentro,/obra76565-ojos-adentro,https://farsamag.com/obras/ojos-adentro/,Destacada
Maten a Hamlet,https://www.alternativateatral.com//obra74441-maten-a-hamlet,/obra74441-maten-a-hamlet,https://farsamag.com/obras/maten-a-hamlet/,Destacada
Los miedos,,"/obra67171-los-miedos, /obra54382-cuiqui-el-mundo-de-los-miedos, /obra77698-los-miedos-de-anita, /obra76546-noviembre-los-miedos-sobre-la-mesa, /obra52359-la-princesa-azulada-la-valiente-de-los-miedos, /obra16267-todos-los-miedos, /obra9823-todos-los-miedos-no-tomaras-el-nombre-de-dios-en-vano",https://farsamag.com/obras/los-miedos/,Reseña
Othelo,https://www.alternativateatral.com//obra27007-othelo,"/obra27007-othelo, /obra15359-la-mirada-de-othelo",https://farsamag.com/obras/othelo/,Imperdible
La terquedad,,"/obra48490-la-terquedad, /obra75062-la-terquedad-de-las-cucarachas, /obra48985-la-terquedad-de-las-cucarachas, /obra41410-piedra-mojada-o-la-terquedad",https://farsamag.com/obras/la-terquedad/,Imperdible
J. Timerman,https://www.alternativateatral.com//obra60686-j-timerman,/obra60686-j-timerman,https://farsamag.com/obras/j-timerman/,Destacada
Turistas y exiliades,https://www.alternativateatral.com//obra68215-turistas-y-exiliades,/obra68215-turistas-y-exiliades,https://farsamag.com/obras/turistas-y-exiliades/,Reseña
Todo piola,https://www.alternativateatral.com//obra34625-todo-piola,/obra34625-todo-piola,https://farsamag.com/obras/todo-piola/,Destacada
Experiencia II: encuentros breves con hombres repulsivos,https://www.alternativateatral.com//obra66695-experiencia-ii-encuentros-breves-con-hombres-repulsivos,/obra66695-experiencia-ii-encuentros-breves-con-hombres-repulsivos,https://farsamag.com/obras/experiencia-ii-encuentros-breves-con-hombres-repulsivos/,Destacada
New York Mundo Animal,https://www.alternativateatral.com//obra70523-new-york-mundo-animal,/obra70523-new-york-mundo-animal,https://farsamag.com/obras/new-york-mundo-animal/,Reseña
Combo Gobernori: La verdad efímera & Pobre Daniel,http://www.alternativateatral.com//obra58522-la-verdad-efimera,,https://farsamag.com/obras/combo-gobernori-la-verdad-efimera-pobre-daniel/,Reseña
Millones de segundos,https://www.alternativateatral.com//obra51187-millones-de-segundos,/obra51187-millones-de-segundos,https://farsamag.com/obras/millones-de-segundos/,Destacada
"La Ponedora, el último milagro",https://www.alternativateatral.com//obra45318-la-ponedora-el-ultimo-milagro,/obra45318-la-ponedora-el-ultimo-milagro,https://farsamag.com/obras/la-ponedora/,Reseña
Karamazov,,"/obra66024-karamazov, /obra25033-karamazov, /obra59434-los-hermanos-karamazov, /obra8375-karamazov",https://farsamag.com/obras/karamazov/,Destacada
Precarizada,https://www.alternativateatral.com//obra69497-precarizada,/obra69497-precarizada,https://farsamag.com/obras/precarizada/,Imperdible
Kinderbuch,https://www.alternativateatral.com//obra58805-kinderbuch,/obra58805-kinderbuch,https://farsamag.com/obras/kinderbuch/,Reseña
Petróleo,,"/obra59570-petroleo, /obra59606-petroleo, /obra18724-petroleo, /obra41504-los-grandes-exitos-de-yaco-ruben-y-las-trillizas-de-petroleo, /obra21432-azul-petroleo, /obra44709-el-cuento-del-petroleo, /obra44715-buscando-raices-buscando-petroleo, /obra52541-chorros-de-petroleo, /obra71278-chorros-de-petroleo",https://farsamag.com/obras/petroleo/,Imperdible
Absentha,https://www.alternativateatral.com//obra16288-absentha,/obra16288-absentha,https://farsamag.com/obras/absentha/,Destacada
Algunas notas para inventar otros mundos,https://www.alternativateatral.com//obra77689-algunas-notas-para-inventar-otros-mundos,/obra77689-algunas-notas-para-inventar-otros-mundos,https://farsamag.com/obras/algunas-notas-para-inventar-otros-mundos/,Destacada
Vivir en una casa prendida fuego,https://www.alternativateatral.com//obra74687-vivir-en-una-casa-prendida-fuego,/obra74687-vivir-en-una-casa-prendida-fuego,https://farsamag.com/obras/vivir-en-una-casa-prendida-fuego/,Reseña
Princesa del futuro,https://www.alternativateatral.com//obra52362-princesa-del-futuro,/obra52362-princesa-del-futuro,https://farsamag.com/obras/princesa-del-futuro/,Reseña
Mujeres en el baño,https://www.alternativateatral.com//obra77322-mujeres-en-el-bano,"/obra77322-mujeres-en-el-bano, /obra48828-mujeres-en-el-bano, /obra8378-mujeres-en-el-bano",https://farsamag.com/obras/mujeres-en-el-bano/,Reseña
La Meca,,"/obra79789-el-mecanismo-de-alaska, /obra75405-la-meca, /obra54244-la-mecanica-de-la-carne, /obra14108-la-mecanica-del-sol, /obra14651-105-pasos-o-la-mecanica-de-la-carne, /obra2223-el-camino-a-la-meca, /obra74698-la-naranja-mecanica-el-musical, /obra70714-molly-mecanica-singular, /obra62944-la-naranja-mecanica, /obra57563-mecanocracias-ciclo-escenico-autorregulado, /obra40204-tiper-tap-mecanografas-tituladas, /obra30985-la-mandarina-mecanica, /obra32408-la-palabra-mecanica-parte-i-think-big, /obra24710-mecanismos-de-erosion-para-la-tempestad-de-shakespeare, /obra13846-lazo-mecanico-familiar, /obra7670-la-comedia-mecanica, /obra9138-la-cuna-mecanica, /obra3285-lazo-mecanico-familiar, /obra50701-la-banana-mecanica",https://farsamag.com/obras/la-meca/,Reseña
Perdimos todo,https://www.alternativateatral.com//obra70833-perdimos-todo,/obra70833-perdimos-todo,https://farsamag.com/obras/perdimos-todo/,Reseña
Lo salvaje,,"/obra58470-lo-salvaje, /obra59319-la-plaza-de-los-ponys-salvajes-miniatura-teatral-hecha-con-poesia, /obra60169-lucio-mantel-ciclo-raiz-salvaje, /obra48800-la-noche-de-los-corazones-salvajes, /obra51703-los-salvajes, /obra66874-solo-el-ganso-salvaje",https://farsamag.com/obras/lo-salvaje/,Destacada
Vigilante,https://www.alternativateatral.com//obra54345-vigilante,"/obra54345-vigilante, /obra45527-el-vigilante-juancito",https://farsamag.com/obras/vigilante/,Reseña
Mil Federicos,https://www.alternativateatral.com//obra42476-mil-federicos,/obra42476-mil-federicos,https://farsamag.com/obras/mil-federicos/,Destacada
Consagrada,https://www.alternativateatral.com//obra74645-consagrada,"/obra74645-consagrada, /obra44544-laicas-consagradas, /obra67749-siervas-consagradas",https://farsamag.com/obras/consagrada/,Destacada
Me encantaría que gustes de mí,https://www.alternativateatral.com//obra76426-me-encantaria-que-gustes-de-mi,/obra76426-me-encantaria-que-gustes-de-mi,https://farsamag.com/obras/me-encantaria-que-gustes-de-mi/,Destacada
Toc Toc,,"/obra80294-toch-en-el-galpon-de-haedo, /obra76872-estocolmo-mon-amour, /obra76124-fantoche-herido, /obra78167-todavia-cantamos-y-tocamos, /obra77153-con-un-toque-de-rubor, /obra79597-irupe-la-nina-que-queria-tocar-la-luna, /obra78658-estocolmo, /obra67441-tina-modotti-a-mi-patria-te-llevo-para-que-no-te-toquen, /obra72940-se-largo-y-metimos-la-fiesta-dentro-no-toques-timbre-porque-no-funciona, /obra76642-emiliana-piccini-toca-inventario-en-vivo, /obra76018-la-orquesta-tipica-de-rojo-tango-toca-en-cafe-de-los-angelitos, /obra75687-reflejos-en-el-tocador, /obra75671-trio-spatocco-canepa-furio, /obra74508-son-pololos-vedette-motochorras, /obra74044-toque-de-quena, /obra76411-cooky-galleta-con-un-show-super-copado-superprotocolado, /obra76242-los-intocables-show-en-vivo, /obra60426-protocolo-cabrera, /obra56932-toque-de-queda, /obra66768-tokio-leva, /obra66294-desenchufados-teatro-al-toque, /obra71578-festivalito-lala-y-el-toque-toque, /obra71473-hector-romero-toca-en-vivo-en-facebook, /obra73109-el-dia-que-me-enamore-de-morir-protocolo-de-espera-en-el-segundo-piso, /obra73108-protocole-de-la-sororite, /obra73104-protocolo-arreit, /obra73702-todo-lo-que-toco-se-convierte-en-basura, /obra72803-con-toque-de-diva, /obra57991-tocando-al-frente, /obra57508-estocolmo, /obra61934-un-toque-de-conventillo, /obra67368-tuncha-toki, /obra67176-tokio, /obra66899-ciclo-todo-concuerda-manu-quiroga-toca-tchaikovsky, /obra70266-fidela-farsa-de-los-fantoches-liberados, /obra69617-el-toque-griego, /obra64093-mesmo-sem-te-tocar-incluso-sin-tocarte, /obra63729-laughing-stock, /obra63014-ciclo-de-pianistas-luis-gurevich-cuarteto-sindrome-de-estocolmo, /obra69443-motochorras-tv-show, /obra69289-improntus-toki-batuque-78, /obra68553-pablo-fernandez-letocs, /obra68143-trastocados-conurbano, /obra71650-mitocondrias, /obra62878-fiesta-fin-de-ano-del-refugio-tocan-inestable-capuccino-billy-lampazo-blues, /obra60326-las-cosas-que-no-se-tocan, /obra60175-jorge-nasser-llegar-armar-tocar, /obra58898-cine-rock-woodstock, /obra58874-raffo-cuatro-toques-para-anticipar-al-5, /obra58758-cine-rock-woodstock-let-it-be, /obra58570-lala-y-el-toque-toque, /obra61605-daniel-tocchini, /obra61473-centro-comunitario-kadima-presenta-a-la-cia-makumba-en-tocados-pro-fondo-bekeff, /obra61322-tangos-que-tocan, /obra56107-tokio, /obra69955-el-que-me-toca-es-un-chancho, /obra67128-estan-tocando-nuestra-cancion, /obra63366-no-me-toquesel-amor-propio, /obra63031-el-canto-del-fantoche, /obra57611-la-visita-que-no-toco-el-timbre, /obra68319-las-dos-tocayas, /obra69536-toque-fierro-le-digo, /obra69048-el-burro-toco-la-flauta, /obra68318-temistocles, /obra77152-con-un-toque-de-rubor, /obra58645-tocata-y-fuga-de-bal, /obra57048-cuando-afrodita-toca-la-flauta, /obra56952-hoy-le-toca-a-mi-mujer, /obra78522-jabon-de-tocador, /obra64137-la-berraca-guanabana-pa-tocarlo-como-se-merece",https://farsamag.com/obras/toc-toc/,Reseña
Clara,,"/obra42426-clara, /obra19049-claramente-juan, /obra76666-clara-cantore-e-invitadxs, /obra76969-declaraciones-en-papel, /obra50130-los-golpes-de-clara, /obra70007-clara-cantore-trio-guitarra, /obra70997-clara-cantore-trio-invitado-abi-gonzalez, /obra63236-clara-fiba, /obra65086-clara-confusion, /obra64993-ceibaariel-hernandezclara-y-franco-duo, /obra63160-clase-de-flamenco-por-clara-giannoni, /obra65445-ciclo-todo-concuerda-clara-giustincich-y-franco-giambartolomei-duo, /obra69594-la-veridica-pero-inverosimil-historia-de-clara, /obra61559-clara-presta-presenta-casa, /obra60904-maria-clara-millan-javier-penonori, /obra62406-cuentas-claras-sala-3, /obra56440-el-origen-de-las-especies-clara-muschietti-laura-wittner, /obra60214-ciclo-bandoneomania-natsuki-nishihara-clara-stern-manuel-momo-nicolas-di-bella-nicolas-ledesma, /obra38526-clara-sala-2, /obra49682-folklore-y-tango-con-clara-y-franco-y-cottetsaidon, /obra51478-ciclo-habra-musica-3-edicion-lautaro-matute-bolerazo-y-clara-franco-duo-fecha-7, /obra38820-clara-y-el-falso-sobrino-de-oldrich-lipsky, /obra41108-clara-clericot-rebelion-en-el-burdel, /obra38672-el-viaje-de-clara, /obra37418-martin-boffi-presenta-declaracion, /obra39713-clara-oscura, /obra28096-clara-sin-burla, /obra27362-ciclo-de-cine-cena-la-guerra-esta-declarada, /obra21337-la-infancia-de-clara, /obra23849-ayer-sone-claramente-que-era-yo, /obra24685-un-amor-inconfundible-se-declara-inocente, /obra13488-la-ultima-habitacion-el-despertar-de-clara, /obra15150-clara-otro-drama-rural, /obra13558-el-amor-declara, /obra14216-bonecrnicas-una-declaracion-de-amor-a-america-latina, /obra153-kalma-klara-en-karilo, /obra11405-clara-ines, /obra45844-bonino-aclara-ciertas-dudas, /obra46911-el-coronel-foster-se-declara-culpable, /obra45903-morena-clara, /obra70132-alfonso-y-clara-o-los-dos-presos, /obra47815-adolfo-y-clara-o-los-presos-por-amor, /obra49684-duo-clara-y-franco, /obra51724-mama-clara, /obra47226-morena-clara",https://farsamag.com/obras/clara/,Reseña
Potencialmente Haydée,https://www.alternativateatral.com//obra29895-potencialmente-haydee,/obra29895-potencialmente-haydee,https://farsamag.com/obras/potencialmente-haydee/,Reseña
Tadeys,https://www.alternativateatral.com//obra64395-tadeys,"/obra64395-tadeys, /obra67212-es-un-cuento-mi-cuerpo-conversacion-sobre-tadeys",https://farsamag.com/obras/tadeys/,Destacada
Un Poyo Rojo,https://www.alternativateatral.com//obra14932-un-poyo-rojo,/obra14932-un-poyo-rojo,https://farsamag.com/obras/un-poyo-rojo/,Imperdible
El río en mí,,"/obra63683-el-rio-en-mi, /obra75624-el-misterio-en-el-que-se-vieron-envueltas-seis-hermanas-y-creo-que-una-oveja, /obra78205-miguel-de-caro-presenta-saxo-rioplatense, /obra79279-algo-distinto-espectaculo-interactivo-a-tu-encuentro-con-escenario-de-libre-expresion-microfono-abierto-para-el-publico, /obra72579-el-clasico-teatro-independiente-el-de-ayer-y-el-de-hoy-su-evolucion-y-misterio, /obra72526-la-previa-timbrera-jazmin-carbonell-y-mercedes-mendez-conversan-con-el-elenco-de-tercer-cuerpo-en-su-12-aniversario, /obra72063-la-mujer-en-el-teatro-obrero-seminario-online-dictado-por-carlos-fos, /obra70181-claudia-chucair-trio-presenta-lo-que-trajo-el-camino, /obra73219-primer-foro-nacional-multidisciplinario-del-arte-en-pandemia-2020, /obra68035-chechelos-presenta-enmovimiento-en-rosario, /obra65455-pepo-san-martin-presentando-ministerio-del-interior, /obra68429-concierto-homenaje-al-compositor-komitas-padre-la-musica-clasica-moderna-armenia-en-el-150-aniversario-de-su-nacimiento, /obra62781-en-mi-rancho-el-amor-tango-y-canciones-criollas, /obra63659-a-cajon-cerrado-un-velorio-desafortunadamente-comico, /obra61821-el-equilibrio-cosmico-presenta-el-fuego-encantador, /obra59960-nahuel-briones-presenta-su-disco-el-nene-minado, /obra58074-martina-centurion-yamil-gelene-en-concierto, /obra57898-miguel-de-caro-cuarteto-presenta-su-6to-cd-saxo-rioplatense, /obra54676-mario-angelome-presenta-mis-baladas, /obra47308-farsa-en-el-dormitorio, /obra33782-el-misterio-que-tienen-las-cosas, /obra41702-la-lija-lanzamiento-del-disco-rio-largo, /obra41471-patricia-gomez-y-lorena-hermida-presentan-piel-de-rio-y-flor-de-otono, /obra46475-el-misterio-que-tienen-las-cosas, /obra36737-mira-quien-habla-teloneros-del-show-aniversario, /obra34905-martin-robbio-presenta-el-mismo-rio, /obra37411-ethel-koffman-trio-presenta-canciones-caminantes, /obra29564-trio2-luna-de-miel-en-praga, /obra26722-veo-veo-la-unidad-de-la-cosa-que-permanece-en-el-misterio, /obra22124-magia-y-mistica-en-el-rio-de-la-plata, /obra21484-el-inspector-lotonteau-en-misterio-en-la-mansion-lapat, /obra18772-el-enemigo-itinerario-poetico-de-un-sueno, /obra5054-misterios-del-flamenco, /obra3113-el-misterio-de-la-senora-morris, /obra2968-el-misterio-del-castillo-encantado, /obra70603-14-aniversario-del-levantamiento-de-soweto, /obra55787-el-oso-el-aniversario-el-casamiento, /obra45974-la-ermita-la-fuente-y-el-rio, /obra49024-pablo-el-marino-o-crimen-y-misterio, /obra75240-el-misterio-del-amor-entre-varones-teatro-en-el-incendio-mexico, /obra66044-es-como-si-en-mi-interior-se-hubiera-corrido-un-velo-y-el-espectaculo-de-la-vida-infinita-se-transformara-ahora-en-un-abismo-ante-una-tumba-abierta-para-la-eternidad, /obra77115-el-misterio-de-la-virgen-loca",https://farsamag.com/obras/el-rio-en-mi/,Destacada
Nada de carne sobre nosotras,https://www.alternativateatral.com//obra80303-nada-de-carne-sobre-nosotras,"/obra80303-nada-de-carne-sobre-nosotras, /obra79678-nada-de-carne-sobre-nosotras",https://farsamag.com/obras/nada-de-carne-sobre-nosotras/,Destacada
Mortajas,https://www.alternativateatral.com//obra69035-mortajas,/obra69035-mortajas,https://farsamag.com/obras/mortajas/,Reseña
Pluja,http://www.alternativateatral.com//obra55665-pluja,,https://farsamag.com/obras/taba-pluja/,Imperdible
